Geographical Location (Latitude),Geographical Location (Longitude),Sampling Date,Nitrogen (mg/L),Phosphorus (mg/L),State of Sewage System
-75.63778717,-127.71453,10-04-2019,2.61364324,3.549208881,Poor
-43.16455954,-133.1996849,25-03-2022,4.457726808,1.16016099,Moderate
49.08509711,56.24116982,23-08-2022,7.894613529,0.854026349,Moderate
38.40150965,168.3459343,08-06-2014,2.828697842,3.523426221,Good
-89.93247201,-171.0703065,18-07-2017,8.478372309,4.703472464,Good
78.60605449,-168.559159,17-04-2021,1.735421712,0.791592928,Moderate
-14.8692496,71.76221471,11-07-2018,4.122082241,2.544339073,Good
86.76851124,5.091849263,24-12-2015,8.709913969,2.589550564,Moderate
58.42970225,-145.493033,24-01-2018,7.216539394,4.939215264,Moderate
-59.16428542,113.7699218,21-10-2020,6.090674809,0.972235269,Poor
-59.4489784,-168.1032961,17-04-2020,2.660732214,4.178356478,Good
-26.06663176,-132.1647469,28-06-2017,6.392610323,0.942039881,Good
10.04182498,133.8520234,07-09-2014,5.426521616,0.190400621,Moderate
5.23631131,-56.96731579,05-12-2017,1.928286642,4.606795561,Good
62.63384504,-162.8980642,12-12-2017,8.014153194,2.664611801,Good
-1.821399075,-25.55186824,22-03-2017,8.949939545,0.279786441,Poor
-72.70887712,63.39529573,16-01-2022,7.530845787,1.996322868,Poor
-83.4546836,41.79250972,25-04-2020,9.38142998,4.772969495,Good
-32.76787911,65.77144378,05-01-2023,7.731821491,3.060146285,Good
67.24264468,115.9737968,07-03-2015,3.965811731,1.817473625,Poor
-29.88851716,-129.4020301,11-09-2023,0.679831763,4.637500047,Good
-36.74360727,-175.0842333,24-07-2017,8.367502719,0.611921607,Good
48.66545393,143.4190893,27-12-2023,4.942526193,2.934363481,Moderate
21.39638441,-163.6473778,10-01-2015,4.976893809,1.800285088,Moderate
66.34202467,138.1727468,26-10-2023,1.429109441,1.536081259,Good
-5.433493201,-9.287184449,11-03-2014,0.046108442,4.550061831,Moderate
-56.4818472,172.2615055,15-05-2023,9.204660437,3.616306457,Good
-28.15079941,144.7454463,09-12-2022,6.583987092,2.732948459,Good
78.52262892,-112.7152637,19-08-2016,4.794506891,4.894068677,Good
-52.60482108,67.19102869,03-11-2021,7.470600407,1.12022735,Good
-86.15464996,-26.99748839,12-12-2016,7.152057174,2.682739473,Good
-24.38812993,-83.92032,29-05-2020,1.939430602,2.933324794,Good
27.46516017,51.34516583,13-11-2016,9.762877819,0.765433531,Poor
-45.9540465,-130.9910658,26-03-2017,1.541374951,3.700676956,Good
-45.66363391,157.684325,24-07-2019,6.158100088,0.715671136,Good
55.20221982,-149.6253512,25-08-2015,3.094302073,0.070310821,Moderate
86.92007694,108.5945819,25-06-2014,2.501995766,2.373553596,Moderate
12.56921181,139.6546075,08-08-2021,0.483226119,4.280176708,Moderate
-47.88918963,166.6995254,17-02-2022,9.191387609,4.576554706,Poor
79.82758897,-143.4361262,03-09-2017,1.326956398,2.893645891,Good
-6.301476342,117.5205866,30-08-2015,1.833058711,2.732316708,Good
26.92687574,121.0599936,20-08-2021,0.57000686,0.280306832,Poor
37.08756331,-99.42879857,03-07-2018,8.812618335,4.926940001,Good
32.24596562,72.30134544,01-11-2015,1.01378402,3.241305522,Moderate
-70.67750537,19.46877916,10-06-2020,0.719672206,4.412875534,Good
45.25295322,150.0623777,06-06-2022,9.716322501,3.029089074,Moderate
18.02316386,-138.7158015,05-07-2021,7.575523251,1.394124796,Moderate
85.77271513,173.9315142,17-12-2017,4.279637172,4.254555085,Poor
-4.234055154,10.60150109,18-06-2014,7.626008068,0.498848155,Good
49.87551735,170.7105157,08-09-2020,4.580773918,1.43271438,Poor
64.22412015,-68.4091167,21-07-2022,7.093281696,4.418259337,Good
77.57082977,-151.8649458,25-07-2016,4.364458756,3.941109024,Poor
67.42902088,61.66848249,09-03-2021,1.916016777,4.31183881,Good
-76.72104272,11.18103324,15-10-2014,9.049038679,4.51968928,Good
-56.95508647,-7.738552634,17-01-2015,3.533118112,4.828470973,Good
-74.93304851,-69.83308367,14-09-2020,4.101299735,2.632331293,Good
73.55582924,29.18474391,28-10-2014,7.026822021,2.665517862,Good
64.25587556,161.1260101,14-10-2016,6.063822614,3.930268558,Good
79.87368939,-3.820504567,07-08-2021,0.930504736,3.849822481,Moderate
42.23892884,103.648366,12-02-2019,6.50443054,2.64026383,Good
49.15276646,-7.500542299,02-02-2021,6.789150354,1.279108978,Moderate
44.50136154,-98.33710392,22-01-2018,1.794692029,2.788694422,Moderate
28.99944701,79.52143423,17-05-2016,0.731396143,1.097094205,Good
19.95400294,-152.6596189,12-08-2016,7.451461619,2.575051507,Poor
-67.21353158,95.72597143,23-07-2023,3.772211969,0.636417927,Good
22.59914205,39.261716,19-05-2023,9.177150852,0.34855755,Good
64.94748954,-11.852605,24-11-2021,3.914187325,1.504254583,Poor
-87.32746339,-11.01018669,09-06-2015,0.582497825,2.008285959,Poor
-24.3426511,66.69449997,01-06-2023,5.572176136,3.309089154,Good
-59.35803221,-107.7140337,03-08-2020,1.876242053,0.342978709,Poor
-24.00506004,105.7854162,18-09-2021,5.231074166,2.438033339,Good
32.74329408,-144.4909849,01-07-2018,3.531928248,0.791830629,Poor
7.189885723,-4.468345788,23-03-2018,5.910866393,4.944789485,Good
31.1793448,-159.779529,15-02-2022,3.138554718,3.282020299,Poor
-55.17801338,13.38801683,13-10-2017,5.834347175,0.469886384,Poor
-30.83915079,51.23138451,22-11-2015,5.064021046,3.723357773,Moderate
-33.91585301,-63.99524426,08-02-2021,3.73819892,1.058633596,Moderate
58.15338409,-89.16435943,10-05-2019,5.315221588,2.769338523,Poor
-59.09621983,159.4200331,27-05-2014,6.341087762,2.57380676,Moderate
37.7769914,175.6148444,02-01-2014,0.925571421,1.825620061,Good
27.06837371,66.47783487,09-03-2021,8.739082366,1.125138634,Poor
64.96045256,76.42850084,25-02-2018,2.8090673,3.542301289,Good
89.30602518,-21.68854448,03-01-2017,6.958850507,2.459915072,Poor
33.59060383,72.87881198,16-04-2015,5.571660348,4.712211425,Good
25.76349928,153.4177591,29-10-2020,0.351979456,4.469681168,Good
69.6589271,108.2420773,15-03-2019,8.359149257,3.63864381,Good
-32.81440622,152.3008862,26-07-2022,3.124578624,4.281669683,Moderate
-32.33973024,81.22583034,03-03-2014,1.419882257,4.937827473,Good
-27.67777813,-62.04662641,11-11-2022,9.842486401,2.744817079,Moderate
-2.482565719,101.1813453,11-08-2021,0.020135613,0.551309762,Moderate
-53.19216304,-53.8630505,14-03-2014,3.98603152,2.987027143,Good
-85.40164965,-41.99119334,13-06-2022,6.065159853,4.023150294,Good
29.9727105,-21.45045406,13-12-2014,3.073003944,0.386521093,Good
-60.50140856,-18.34597193,27-04-2018,9.157317429,3.405385763,Poor
-21.98285331,-50.58374333,19-01-2021,9.422474696,3.57662538,Poor
58.93476933,110.521102,28-11-2021,8.793189122,0.65708522,Good
64.368629,2.76316245,22-08-2017,1.765011214,4.752963958,Good
-34.95664648,-70.03634027,01-07-2015,9.260211866,3.106884847,Poor
60.0103965,-89.18816939,02-07-2020,8.737847701,3.404959815,Poor
78.63476587,-10.83368881,09-07-2017,4.447498955,1.583708853,Poor
75.62677637,-36.81690295,31-08-2019,8.798778678,3.208089365,Good
-2.292839082,124.5444226,20-09-2017,6.742777349,2.467202338,Poor
69.86466017,-173.5010641,14-06-2022,7.051060786,1.122397094,Good
73.30568363,73.50254772,09-05-2022,8.861586616,3.183799103,Good
83.72031375,-22.06390515,03-09-2016,8.536334191,4.458996345,Moderate
-79.39719136,-67.04842448,21-11-2017,5.010412743,0.721790379,Good
-46.45884168,20.53746257,22-03-2022,0.531308943,4.315229926,Moderate
-81.1703177,-126.7279154,18-02-2023,9.877772714,2.805271551,Moderate
-42.05639649,-157.5569893,08-05-2020,9.326828208,0.352553789,Good
14.16568109,8.913619857,10-01-2017,8.443332309,0.256367063,Moderate
-39.34308079,-55.42243526,14-07-2021,9.730065889,0.767554084,Moderate
-58.50055297,32.25314429,14-10-2016,8.687502651,1.294337469,Good
-19.48282638,83.70249428,10-03-2021,4.90241221,3.244718713,Poor
65.05071888,96.7026447,22-12-2015,7.561726291,1.112500332,Poor
55.35378853,159.7245554,04-02-2016,8.66327306,1.906260829,Good
-9.182266798,-125.2779741,09-07-2018,4.806968015,1.939082384,Good
-8.33814297,-163.9220745,22-11-2021,3.949767924,3.27576525,Moderate
69.29784846,59.12478839,09-10-2020,1.495013796,3.944310394,Good
-83.57853637,174.0958554,31-12-2022,2.353396117,2.749795553,Poor
-86.41003321,-174.0384205,01-11-2018,1.44684984,1.678099642,Good
-37.6216105,76.32941876,02-06-2019,7.781432744,1.226874494,Good
4.543725874,-60.04502853,13-06-2017,0.122893724,4.349675394,Good
-0.952941542,147.2896556,23-11-2014,6.613033574,2.213943189,Good
-52.22128064,76.86340215,18-03-2019,1.820684447,2.174242446,Moderate
88.17319377,-58.12141413,22-09-2018,9.665817597,0.750205919,Poor
-63.79006609,-132.9616838,17-03-2023,6.615290212,1.372635892,Poor
6.083410748,163.9488169,24-04-2023,0.995913328,0.07202461,Good
77.60081763,-43.57508953,01-09-2015,8.383772283,4.788218042,Poor
-77.46620402,103.2494572,16-12-2016,5.591653058,0.346212773,Moderate
60.85746117,36.81724754,29-04-2018,9.892608656,2.164770175,Poor
40.30763116,168.7290013,08-10-2015,5.960102373,0.078362341,Good
14.67225833,-155.3084903,25-05-2023,4.478556661,4.845625884,Good
73.46926476,65.71909386,28-09-2015,4.886808809,1.630263318,Poor
-27.42474774,14.4966475,15-10-2015,9.746687405,4.159562767,Good
-82.65696746,-39.74748925,27-11-2017,3.731642152,2.020097793,Moderate
67.44777549,-166.5271052,09-08-2019,3.130058303,3.64950928,Good
4.184617,31.71094328,11-12-2023,2.505651743,3.616674486,Poor
-31.95852109,-135.8939633,24-08-2020,1.079598272,2.609590492,Good
-1.419191438,-143.6403878,23-09-2014,5.970127373,1.309218629,Good
7.000686929,135.8697632,28-08-2014,5.036951533,0.031085359,Moderate
7.943357958,7.339342724,26-12-2022,3.135948254,1.783930661,Poor
-59.80570057,-1.134558749,07-03-2022,6.197422992,1.563185443,Moderate
73.69609136,-76.40526128,17-05-2016,5.551023196,1.109411039,Good
10.48856177,140.7818653,02-03-2021,4.502247506,2.458183972,Poor
14.56132946,-124.3563426,29-11-2014,6.083374672,3.666322606,Good
37.85667141,29.43766027,02-02-2019,9.961046011,3.213708066,Moderate
-62.41930467,94.04785433,08-08-2016,8.248992886,4.501341976,Good
72.1084731,145.1938516,06-09-2014,5.586248841,1.891384415,Good
43.20691489,40.05616001,05-03-2023,7.541825318,2.732991606,Good
74.70646321,-66.80805851,04-01-2023,4.305931228,0.377533523,Good
73.39727811,-55.19610473,23-12-2023,0.455549464,2.778403217,Moderate
14.08779238,130.4177841,22-02-2018,7.932151257,3.839749475,Good
89.57758576,-138.7905715,05-12-2017,2.756588208,0.618263034,Poor
-8.974606836,111.5880086,18-12-2018,4.824030295,1.72578114,Moderate
-77.1652817,61.74773875,29-08-2016,3.612208532,2.105236006,Moderate
-0.761204581,56.39705771,13-09-2016,2.091546639,4.816264788,Good
-54.17204374,-49.1985702,09-11-2014,3.049147758,2.245064467,Moderate
-72.69828768,-146.0989883,27-12-2022,8.096909009,4.294007763,Moderate
-56.5410895,167.193612,05-01-2015,2.456931431,4.622571149,Good
1.654952746,-120.0410391,19-01-2019,0.728451198,4.095143182,Good
-37.45920713,-66.85803985,10-09-2015,6.084593448,1.812454505,Good
-67.97437161,51.36428693,17-01-2016,0.443319894,3.655972004,Good
-88.41701605,60.62648005,01-07-2019,3.204016809,4.490545124,Poor
-68.26517493,-144.9127027,15-06-2017,6.098367198,0.418666571,Good
14.9257955,28.89394671,08-07-2014,3.588752298,1.133050543,Good
-24.19514364,137.2496835,27-04-2016,0.173346118,3.31047638,Poor
-29.07549372,159.5851844,11-09-2022,1.578839794,2.614593579,Poor
29.49301256,10.14698483,11-01-2018,9.999745465,1.688048414,Moderate
-89.69659993,129.7681119,25-07-2023,5.785542311,3.065163017,Poor
78.7446921,2.845097321,27-01-2023,0.222203133,3.221890966,Good
18.33130186,23.05133491,08-06-2023,2.225432943,0.304897103,Good
-44.38899706,-9.322078143,03-08-2016,5.177363809,0.902687542,Moderate
-44.81204242,-44.42408737,18-07-2022,2.620970342,3.075135057,Poor
6.326101606,95.30572308,12-06-2014,5.126729329,1.669125742,Moderate
-12.90971608,132.9497278,17-10-2015,9.693211818,4.71429541,Poor
30.37416339,-176.927923,03-07-2016,4.317064188,4.033912838,Moderate
12.01897161,65.05262013,06-05-2018,0.514507723,0.737955494,Poor
39.81202154,-43.17316636,05-10-2016,0.489366465,3.005926454,Good
-34.71074771,-175.9102738,08-11-2016,7.729919884,0.463313721,Moderate
35.29333368,6.613537783,15-11-2021,6.600973854,2.77713527,Good
1.482082504,-76.64113189,23-06-2016,5.87453447,4.244586534,Poor
-47.04572082,79.93044222,26-02-2020,1.190972157,0.087285688,Good
-7.750960849,-70.07017766,06-10-2018,9.35072748,3.434759168,Good
-51.56772607,40.7859274,06-01-2015,6.7796869,4.19404323,Poor
-75.46195967,137.8317609,08-09-2019,7.521296511,4.630386266,Good
-20.32519751,-135.2779063,23-02-2023,2.013331943,4.746853064,Good
-20.60711676,-88.13007246,09-12-2020,7.333105454,4.718973472,Moderate
11.3847056,-25.86752677,08-12-2021,0.55847652,2.606812791,Good
58.29384018,58.24096523,17-04-2017,7.465875254,1.331874803,Good
-24.46681131,38.5366905,10-05-2023,4.027857779,1.581647232,Good
50.79305797,96.08153008,28-02-2021,1.59211563,4.490178343,Moderate
13.4320394,34.72798699,14-09-2019,4.333039531,3.184289461,Poor
-70.77324432,-37.75506136,21-02-2017,7.869698774,2.789990024,Good
-68.54787525,-155.168124,01-02-2023,4.964513797,3.092528295,Poor
30.26754164,-101.5747816,17-08-2022,8.892623312,2.344588817,Good
24.29689914,50.57243415,27-09-2022,9.086405668,4.071863707,Good
22.39071049,-4.417888059,04-08-2016,1.641129416,3.58134655,Moderate
15.32246955,-126.0147967,11-04-2017,9.439253623,4.463535021,Moderate
72.12560448,-30.63705257,05-03-2021,4.45232136,2.608167548,Good
8.371730226,-86.01243893,11-10-2016,3.623126665,0.181493046,Good
-55.88981622,121.1533737,07-09-2022,6.457272137,2.243617447,Good
-76.68151846,19.50965289,27-06-2018,2.173876584,3.191457843,Moderate
-38.67175873,-31.23608219,05-08-2019,3.428980734,2.001754132,Moderate
44.89107588,46.78260145,21-04-2014,1.369232448,1.887409359,Good
-75.99817745,-152.959272,01-11-2017,6.131861076,3.051205573,Poor
-65.64232931,171.4020975,15-03-2016,7.480548587,2.399167315,Good
-66.70719578,88.24563835,17-09-2014,5.907881967,0.86348307,Moderate
88.84368622,25.16580715,10-10-2019,3.42577343,2.994692962,Poor
9.759424048,69.13026099,04-11-2018,1.342965217,4.989343644,Good
20.31152363,-43.90667016,16-05-2023,6.349157693,0.341922232,Moderate
-47.88961273,-42.69368195,14-03-2020,6.165099385,1.976432228,Moderate
-26.18671624,-157.6507217,14-06-2020,8.227590938,1.826159482,Good
62.38920945,-100.2653004,09-04-2022,9.436843932,2.516083255,Poor
57.35621577,-165.6506839,28-03-2022,9.935177447,0.026477493,Moderate
35.11368109,90.26537684,28-05-2021,8.685613107,2.904508759,Good
81.55355805,-10.94921764,23-12-2022,5.145958722,3.817054707,Moderate
74.82255534,-157.9411966,26-03-2023,4.137419536,2.871816224,Good
29.92067605,100.5052307,31-07-2014,8.767567088,3.642554607,Moderate
-59.2105394,126.0034934,29-05-2023,5.306234369,1.838534127,Good
-60.83779305,7.254464419,31-08-2023,6.678091999,1.483794664,Good
-2.97287043,-122.3998381,28-09-2022,7.898155744,0.681548683,Moderate
-56.39142436,-32.16504542,03-11-2017,7.342450981,1.170046082,Moderate
88.96179915,-117.4840268,22-03-2017,2.570260369,0.770886376,Moderate
-0.607130143,-6.331821945,24-05-2018,8.757722009,4.186849328,Poor
89.03499718,22.11752773,14-10-2014,6.939734981,0.285198897,Good
15.81831309,-43.10440367,17-11-2020,6.459642016,4.285365624,Moderate
-24.74685281,-57.93650051,13-03-2023,8.770585249,3.08916246,Good
-6.411069672,-7.646786317,26-08-2015,8.685812246,2.289537153,Good
12.31160102,128.7531578,12-06-2014,9.264982743,3.943834062,Good
-57.92644309,59.28816916,26-09-2021,7.687059291,4.229981613,Good
-1.600523154,-58.05113351,02-07-2017,1.708374131,3.07288506,Moderate
-45.17347198,-119.4826514,01-01-2022,3.03654408,4.645219271,Poor
39.18500427,-173.0228252,24-12-2015,5.121965707,4.506980892,Poor
-60.30703672,-121.1328653,17-04-2020,1.834201299,3.462646853,Good
45.0673925,90.11224695,07-03-2016,1.462565496,0.219582352,Poor
-16.76607606,-132.9948362,21-10-2023,3.93684788,4.286810595,Moderate
20.69045332,-124.2880198,31-03-2023,9.900475651,1.054659477,Poor
-77.86424635,-32.70682905,07-02-2023,5.610094971,2.551018465,Poor
0.74704813,-145.6332952,09-10-2014,9.131677292,2.706854863,Poor
-11.78227581,-157.4114237,21-05-2022,4.420298951,2.553094845,Good
-1.15242608,116.5067023,30-10-2021,8.029054219,4.658474889,Moderate
66.13854352,115.933886,27-01-2015,2.33382659,0.472926846,Good
57.58694579,-137.5225459,01-09-2016,7.072313719,0.761029623,Poor
57.41410668,-179.0377364,18-04-2014,3.956530276,2.814927911,Good
21.59242576,134.8530416,21-09-2014,9.093603668,4.97103326,Good
-6.511965696,95.04434765,29-01-2017,9.679028436,3.84744713,Moderate
12.31008102,-7.09831854,06-12-2014,9.428694356,0.651411051,Good
24.08263428,100.3954373,17-12-2015,6.003059058,2.729562581,Poor
38.91715072,-31.31978192,27-09-2018,3.701506874,2.96271474,Good
71.35743407,118.192504,28-04-2015,8.397557454,4.908982967,Moderate
-11.60151442,-46.70488552,30-06-2015,5.23181154,1.9052126,Good
-83.51340877,-83.96416194,24-01-2014,1.98173954,4.589200157,Moderate
-60.60072834,22.53919804,12-06-2016,2.728296642,4.892233117,Moderate
-32.14697885,140.5005334,08-10-2020,2.867273864,0.66279412,Good
36.76141977,66.81929449,12-03-2021,8.839642014,2.800642675,Moderate
59.57504482,128.241967,21-07-2015,4.287249611,4.861072871,Poor
-65.35672228,-151.4697764,07-01-2022,2.807283662,1.782767095,Poor
-6.114098982,-70.07679228,03-08-2023,3.913173784,3.246828366,Good
27.04564098,-45.16780133,17-10-2014,4.734159053,0.541387014,Good
-27.87266417,141.4728569,17-11-2021,2.974941799,0.774924012,Good
80.44482173,1.942878424,14-06-2014,4.341989954,3.316612814,Good
-45.70447465,-148.5046051,14-05-2021,4.574435328,1.569925662,Poor
88.60579486,-56.30747889,20-07-2017,3.875884912,1.441792291,Poor
-64.14939952,-111.1734834,29-08-2022,9.045799827,3.902466993,Good
-53.05916527,176.0522283,22-01-2019,8.701686655,2.204057082,Moderate
-71.86064167,178.4607876,08-05-2016,0.539587535,2.692566527,Moderate
10.31033604,-75.27857071,26-08-2017,1.310212824,2.363296912,Good
4.009800502,115.9440742,06-06-2021,3.444540803,4.218585055,Good
-38.87459927,178.6785504,16-06-2018,9.808718359,3.693256382,Poor
-30.83717879,160.5836256,06-05-2017,3.023681439,3.487296194,Good
48.48122846,173.9753536,15-02-2015,8.91855476,4.731590055,Moderate
-20.19964288,109.4199246,24-12-2015,5.405312743,1.168192701,Moderate
8.541624537,18.95324391,28-08-2018,0.672918861,0.247868711,Good
78.04728342,-150.8167288,13-09-2020,3.7661112,2.385479248,Good
63.13929363,-162.1013312,21-08-2019,6.007059414,1.126058875,Good
51.59692758,14.98539056,16-04-2018,0.911761133,3.180576577,Good
25.88562996,144.5442449,04-08-2021,8.092745434,4.922589372,Good
-18.75159718,-17.19267682,27-01-2022,2.590868664,0.181883115,Good
-59.24841799,-166.3540965,23-06-2016,7.536718003,2.747195678,Good
-88.49217775,-176.3920588,24-08-2015,9.161126782,3.180925892,Good
48.38454716,-63.19267332,01-05-2019,3.31399265,2.131862763,Good
-42.6379598,12.09555425,03-02-2023,4.050955893,1.137198052,Good
34.40652134,49.03228595,06-03-2022,4.232222443,4.918356002,Poor
66.42955863,45.61220284,16-02-2014,2.91702199,4.895847934,Good
-52.99977371,-68.57903676,23-08-2020,7.347650022,3.713225962,Good
35.87940689,72.94634654,05-04-2022,2.00398425,3.896179819,Good
9.175373884,-179.5506873,24-03-2018,9.20406857,3.190040566,Moderate
-56.86255012,91.27419329,31-03-2021,2.961085206,3.209679286,Moderate
68.46070171,-130.2321596,28-03-2014,8.839704022,0.798158084,Good
-49.99625631,158.5866116,17-07-2016,2.539021404,4.055789624,Moderate
-68.36093853,-84.55001515,06-06-2018,9.289739986,3.518379773,Good
-6.466594677,-12.56848262,10-06-2021,4.481972164,1.386764854,Good
64.13430121,-131.7029246,20-01-2022,6.074851987,0.18690586,Moderate
54.7585911,2.73187339,29-12-2023,1.191982875,3.235482553,Moderate
26.00042504,-105.1705816,17-12-2014,8.845186014,0.97279954,Moderate
30.46502912,60.74819289,11-09-2016,8.160447858,1.253719704,Moderate
22.5376348,-43.07008473,30-03-2021,8.371769895,1.334292993,Moderate
-55.96854605,-121.9011642,21-09-2019,8.42902414,4.070665997,Moderate
72.79976228,-60.44454065,21-09-2014,1.614375696,0.702762577,Good
-59.61456905,58.02541598,30-05-2019,2.834813294,2.350378575,Poor
-33.05813121,80.43262682,20-06-2019,6.030700359,2.132421872,Moderate
72.0200252,-6.303137295,24-10-2018,6.356249223,3.057536398,Good
-59.32567905,-111.4168478,11-02-2020,3.528783252,3.727850088,Good
-48.5644659,-61.62372945,25-09-2018,1.420463912,1.497122508,Poor
14.83925096,-85.15103459,09-06-2017,7.890133704,2.430251262,Good
-12.9695161,125.8505533,20-07-2021,7.525918479,0.8943161,Good
13.04153392,-61.13108171,01-11-2019,3.318940397,1.137465317,Good
85.10305648,74.2509514,22-05-2016,9.096175732,4.995113046,Moderate
56.15818264,21.28074908,09-03-2018,0.468824633,3.114549088,Good
-71.12169722,97.61846233,18-11-2015,3.052293055,2.016468841,Poor
-62.43153801,-41.02272446,07-05-2020,4.163504439,2.110994611,Good
-55.8792139,87.91311045,08-05-2021,6.788034356,2.680002295,Poor
-54.76125991,-156.387888,12-12-2020,6.207037344,0.592457382,Moderate
-24.56506568,-147.4895514,26-10-2014,0.967767545,1.983203613,Poor
-53.90127002,166.4456302,09-09-2016,1.689938819,4.647892068,Moderate
-34.48215337,34.21423082,30-08-2023,4.279234443,1.955464069,Poor
-55.87649964,159.6944831,30-11-2016,8.175739751,4.189274706,Good
-68.34220345,-151.9293206,15-12-2023,3.464485855,4.739764046,Poor
-1.076171075,179.2155627,07-04-2020,2.399911365,4.635007548,Moderate
16.02778834,-124.8218978,14-08-2016,9.61057837,1.128040235,Moderate
58.13647908,-29.31522096,25-06-2015,4.259124303,3.423702622,Poor
69.79852419,35.11336541,09-09-2014,3.530487561,3.451705858,Poor
-29.46193885,166.1803363,25-12-2016,1.17463053,2.220130794,Good
55.71180678,87.67124713,24-06-2014,9.89595263,1.387884964,Moderate
82.60913605,-35.03239278,20-07-2020,7.602642717,4.040554142,Moderate
-23.55765855,176.9264799,13-11-2020,2.743000568,0.326492737,Good
-31.65565421,150.5446037,01-06-2019,2.392321891,0.615800425,Poor
-37.63781473,-44.94277737,18-09-2023,0.420663925,2.130562849,Poor
-7.765845105,-24.04476837,30-11-2022,9.406518752,0.924470851,Moderate
65.52545335,101.1634338,11-02-2022,2.215236278,3.171997521,Moderate
7.069319147,-7.982284661,23-04-2015,9.067496969,3.077818352,Poor
-73.31713212,165.8948728,10-10-2023,7.613228918,4.107771095,Good
-28.23367222,49.06304513,24-06-2021,1.759994941,2.666305541,Poor
20.83968418,-84.58966476,17-03-2014,4.993852358,1.267008054,Good
-19.77131766,-53.52028567,27-10-2020,4.826303007,2.251830292,Good
-75.28694746,9.522125779,09-04-2022,8.307328203,2.171148356,Good
-52.42776343,4.046074792,29-01-2017,9.948965155,3.385033342,Poor
10.41472009,-94.04114355,02-08-2022,0.605167125,1.505300496,Good
-87.3517413,-105.2357441,12-12-2016,5.849168884,0.371766414,Good
-72.58655216,12.54578529,23-01-2018,1.027686309,0.560725077,Good
76.20310726,163.3657332,09-02-2020,8.727638812,2.00101988,Good
-47.17251531,122.1782669,13-05-2021,3.171328955,0.556851712,Good
-76.94410514,-178.0700414,25-01-2023,4.939885643,1.148750006,Moderate
17.81749288,71.72545897,08-12-2017,7.270369903,3.932526809,Moderate
58.23877225,-92.61936531,21-07-2022,9.663367005,1.954823726,Moderate
-82.25337398,29.00573647,15-12-2021,2.697822403,4.54761871,Good
65.44250345,-110.8399196,10-03-2016,6.918167644,2.55045716,Good
-81.7418918,46.03217163,30-03-2020,3.840345931,1.839286075,Good
-31.81236781,112.7386646,05-03-2015,6.991948388,1.637744899,Good
-52.37821726,165.9770644,12-01-2023,7.749133799,0.728850185,Good
-22.28797849,-121.7201718,28-10-2018,7.422027299,2.027107824,Good
-28.51004932,-159.5240625,07-10-2015,1.803594486,4.283737855,Moderate
54.80996129,-157.8945024,27-10-2014,6.488043128,1.869325819,Good
3.843217103,-37.53875952,20-08-2018,9.325597512,1.784529527,Moderate
21.76043701,137.741969,04-02-2016,0.967562929,0.532250274,Moderate
-70.90346716,115.1524933,23-08-2022,1.142950657,3.270906496,Moderate
-87.10811507,-26.0549418,23-03-2022,7.637044159,0.689075045,Poor
86.54436168,-82.73486871,05-11-2019,6.57942674,1.230341147,Good
-13.48906638,-71.23648378,13-08-2019,6.076816111,1.47703715,Good
-11.79728715,-115.3147976,06-07-2019,6.990493878,3.804425834,Moderate
49.85360163,-84.34258895,11-01-2021,4.549310964,1.610530383,Good
69.31186897,16.27416116,23-07-2023,1.173621019,4.182441773,Moderate
-18.65897737,3.059318508,03-12-2014,9.459791101,2.34098142,Moderate
46.46333049,33.65974098,21-05-2015,3.770389999,1.304786576,Good
-82.81743166,-7.482639805,10-10-2014,1.978196074,1.587555632,Moderate
87.0407726,-129.2088583,10-07-2014,7.83875939,0.465849001,Moderate
-65.19178093,153.248222,14-10-2020,7.269114297,3.710127683,Good
-43.42312419,45.80917072,15-03-2018,7.53621173,0.318216721,Poor
81.61205959,99.7732856,23-02-2016,6.784932211,1.069499968,Good
-22.86656272,133.1749815,06-10-2015,4.629776334,2.243756623,Good
-65.74303851,-49.09070463,13-01-2022,3.341859667,4.621960207,Moderate
71.0693309,126.2607202,13-04-2023,3.450597068,3.275037095,Good
-27.42023077,77.23240765,31-07-2023,4.117285724,0.068431448,Moderate
-33.73087432,-1.659393783,14-09-2021,2.402266131,3.012961665,Good
-88.89093989,-159.590758,03-01-2019,9.009893613,1.624116538,Good
58.8954131,-124.7230089,08-12-2016,7.166540855,2.085307677,Good
58.24057654,-60.43889684,05-01-2015,5.612167921,3.438859658,Moderate
16.33036417,-11.39116231,19-04-2016,2.309684796,0.327334888,Good
46.54630341,-99.96033975,09-05-2018,9.904660019,3.019467374,Moderate
41.73354161,49.74609893,16-10-2017,1.739553019,4.43544606,Good
-85.4612081,-15.66266812,06-10-2023,2.80403326,1.409120026,Moderate
-3.739064404,-63.97745974,19-07-2022,5.680841596,0.870498191,Good
-63.52813619,141.401721,21-11-2022,9.412407512,1.606705449,Poor
79.0748094,-118.258115,22-02-2014,4.697528603,0.740355956,Moderate
11.99358787,-92.00985474,21-07-2020,0.582750057,0.509529363,Good
53.92694017,-109.8692002,30-09-2020,4.436676741,3.825178494,Good
-75.02957717,8.650424577,09-03-2021,3.68764037,2.078077191,Moderate
16.54007211,113.2358128,20-05-2016,7.163731229,1.158775748,Moderate
69.15181076,-22.0534715,01-05-2023,9.413674923,2.382985347,Moderate
